Plot,Q1,Q2,Q3,Q4,Q5,Genre
"Arbuckle plays a drug store clerk, soda jerk, and gas station attendant, who can be both lazy and dishonest. After he mixes a soda for one customer with elaborate gestures and juggling of utensils, he attends the perfume counter, where another customer has been indulging herself with a free sample. After he confronts her, he is distracted while an African American customer steps up to the counter. When the clerk hugs her and then realizes it is a different customer, he almost faints. Later on, while still on the job, he proposes to his boss's daughter Alice (Alice Mann), and she gleefully accepts. The scene then switches to the gas pump, where Arbuckle's character switches the sign to a higher price when a person with an expensive car drives up. After the car drives away, he drinks from the pump. Meanwhile inside, Al (Al St. John), another admirer of Alice, also proposes to her while they are eating watermelon. When she is tells him she is already engaged to the soda clerk, Al becomes outraged and begins causing a commotion in the store. After a food fight that involves several customers, the owner of the store throws Al out. Later in the day a delivery boy (Buster Keaton), after a prat fall over a bicycle rack, delivers Alice's wedding dress to her room above the store. He agrees to model it for her when she expresses worry that it will not fit her. When a male customer enters and annoys the clerk, he puts chloroform in the sample bottle to knock him out if he comes in again. The male customer never returns, but several female customers end up knocking themselves out. When a pretty woman arrives, Fatty deliberately knocks her unconscious so he can kiss her. He knocks out his boss, who could be a witness, as well. After he sees another customer sampling the perfume, he is shocked when it has no effect on her, even when she drinks it. He investigates by spraying himself with the ""perfume"" but is himself knocked out. With Arbuckle's character unconscious, Al, the rejected lover, sneaks into the store with his gang and kidnaps the delivery boy, thinking it is Alice, since his face was covered by a wedding veil. They tie him up and put a sack over his head and, escaping out of the second story window, take the delivery boy by to the justice of the peace's office. There they attempt to force the justice of peace to marry them at gunpoint. However, the soda clerk regains consciousness and, thinking the group has actually kidnapped Alice, pursues the group, but only after he comically struggles with a mule that he wants to hook to a wagon. He thwarts the gang just in time. He then convinces the justice of the peace to marry him to the delivery boy, whom, since his head is still covered in the sack, he thinks is Alice. Alice, discovering what has happened, gets on a bicycle and heads to the justice of the peace's office as well. She arrives in time to stop the clerk from marrying the delivery boy. Arbuckle's character then throws Keaton's character into the room with Al and his henchmen. While that scene of slapstick fighting goes on in that room, the soda clerk and Alice must have been married, for in the final scene the clerk pays the justice of the peace but then sprays him with the chloroform in the perfume bottle and takes his money back. The film ends long before the newly wed couple reach their wedding night, as the title might have suggested would be forthcoming.",1,1,1,0,1,comedy
"The film begins aboard a steamer crossing the Atlantic Ocean, and initially showcases the misadventures of an unnamed immigrant, the Tramp (Chaplin) who finds himself in assorted mischief while, among other things, playing cards, eating in a mess hall, and avoiding seasick passengers. Along the way, he befriends another unnamed immigrant (Purviance) who is traveling to America with her ailing mother. The two are robbed by a pickpocket who is losing in gambling. The Tramp, feeling sorry for the two penniless women, attempts to secretly place his winnings from his card game in the woman's pocket, but ends up being mistakenly accused of being a pickpocket. The woman manages to clear the Tramp's name. Upon arrival in America, the Tramp and the woman part company.
Later, hungry and broke, the tramp finds a coin on the street outside a restaurant and pockets it. He doesn't realize there is a hole in his pocket and the coin has fallen straight through and is back on the ground. He enters the restaurant, where he orders a plate of beans. There, he is reunited with the woman and discovers her mother is dead. The Tramp orders a meal for her.
As they eat, they watch the restaurant's burly head waiter (Campbell) and other waiters attack and forcibly eject a patron who is short 10 cents in paying his bill. The Tramp, intimidated by the waiter, checks and now realizes he has lost his coin. Terrified of facing the same treatment as the man he saw thrown out, the Tramp begins planning how he will fight the huge man. Soon, however, he finds the same coin fallen from the head waiter's pocket onto the floor and makes many failed attempts to retrieve it without notice. He finally retrieves the coin and nonchalantly pays the waiter only to be thunderstruck when the waiter reveals the coin to be fake. Once again, the Tramp prepares for the fight of his life. Just then, a visiting artist spots the Tramp and the woman and offers them a job to pose for a painting. The two agree. The artist offers to pay for the Tramp and the woman's meal, but the Tramp declines the offer several times for reasons of etiquette, intending to eventually accept the artist's offer; however, he's dismayed when the artist does not renew his offer to pay at the last moment. The artist pays for his own meal and leaves a tip for the waiter. The Tramp notices that the tip is enough to cover the couple's meal and, without the artist noticing, palms the tip and presents it to the waiter as his own payment for his and the woman's meal. As a final riposte, he lets the waiter keep the remaining change - one small coin - after paying his bill. The waiter thinks the artist himself has given no tip whatsoever, and is clearly upset at this supposed action.
Afterwards, outside a marriage license office in the rain, the Tramp proposes marriage to the woman, who is coy and reluctant until the Tramp physically carries her into the office while she waves her arms and kicks her feet in protest.",1,1,0,1,1,comedy
"A young man drowns his sorrows in strong drink when jilted by his girl. His drunkenness gets him thrown in jail, where he falls in love with the jailer's daughter. When released, the young man tries everything to get back into the jail - though when he is mistaken for an anarchist bomber, he finds himself facing not just jail, but execution.",1,1,0,1,1,comedy
"As described in a film magazine,[4] Henri Labordie (Tavernier) is the father of twins. Jeanne (Taliaferro) is sweet and winsome while her brother Jaques (Taliaferro), pampered by her father, is ill-tempered. When Jaques dies through his own caddishness, Jeanne, to spare her father from the shock, clips off her hair and dons boys clothing so that her father will think that it was her and not Jaques who drowned in a stream. When Labordie dies, Jeanne's deception ends when she goes to Montreal to fulfill an ancient pact, and there she finds happiness.",1,1,0,1,1,drama
"As described in a film magazine,[2] Sara Crewe (Pickford) is treated as a little princess at the Minchin boarding school for children until it is learned that her father has lost his entire fortune, and she is made a slavey (a household servant). She and Becky (Pitts), another slavey, become close friends who share their joys and sorrows. Christmastime draws near and the girls watch the preparations wistfully. Their loneliness arouses the sympathy of a servant of the rich Mr. Carrisford. On the night before Christmas he prepares a spread for the slaveys in their attic. He calls his master Mr. Carrisford (von Seyffertitz) to watch their joy, but both are witness to the slaveys being abused and whipped by Miss Minchin (Griffith). Carrisford interferes and learns that Sara is the daughter of his best friend. He adopts Sara and Becky and in their new home they have a real Christmas.
The film opens with Sarah's father moving back to London after serving in the British Army in India. She is opposed to leaving the luxurious life of an officer's child with a large house and many servants, and is initially shy when enrolled in Miss Minchin's School. Her reputation as ""the little princess"" precedes her and the other girls are fascinated with her tales of life in India. The girls sneak into Sarah's room at night to listen to her stories. One night, she tells ""Ali Baba and the Forty Thieves"" which becomes a story within a story with elaborate exotic sets and costumes.",1,1,0,1,1,drama
"As described in a film magazine,[5] Barbara Norton (La Badie) and her brother Tom (Marlo), orphaned children of a veteran who gave his life for his country, go to live with their uncle Phineas (Howard) and aunt (Hastings) in the city. It is just before the entrance of the United States into the European war and the uncle is a pacifist. He holds meetings at home where Barbara assists him. Barbara's brother is a loyal American and is greatly troubled by the uncle's expectations to count on him. Barbara meets John Alton (Herbert), who wins her promise to be his wife. They are very happy until war is declared and Barbara cannot bear the thought of her future husband not doing service for his country. His ""Peace at Any Price"" button is the last straw and she gives him a choice of either joining the ""colors"" or breaking the engagement. John declares that he is a true pacifist and Barbara, believing that a man who cannot support his country is that country's enemy, breaks the engagement publicly. Her fiance becomes very unpopular at his club because of his views and is taken to task by one of his father's friends. Having lost Barbara and his popularity makes him resent the constant references to the United States and his debt to his country, and he curses his native land. Barbara enlists as a Red Cross nurse and her brother as a soldier. Later, an old friend of John's family, Pop Milton (Dundan), gives him a copy of The Man Without a Country and asks him to read it and rise above his treasonous views. He does so, and as he reads the immortal story the patriotic spirit of Barbara comes to him in a vision of Columbia who tells him that in a previous life he was the Philip Nolan of the story. She takes him back to historic times and shows him a succession of scenes from the book. The man of today sees with horror the famous court martial in which he was sentenced to never hear of the United States again, the tragedy of the careful carrying out of the sentence, and the pitiful death of the man, made easier by the humanity of Captain Danforth (Gilmour), who gives him a brief history of the land he learns to bless before he dies. John's spirit returns from the allegorical journey and he responds to the new and vigorous manhood within and enlists at once, thereby winning Barbara, who was at home on sick leave from her nursing work in France.",1,1,0,1,1,drama
"As described in Exhibitors Herald, a film magazine,[3] Dr. Fatty Holepoke (Arbuckle) bets all of his money on a horse and loses it. He becomes entangled in the meshes of a vampire (Mann), but when he hears the voice of ""his master"" (his wife), he finds himself in a serious predicament. With the assistance of a uniform stolen from a policeman, he manages to get away. He tries his luck again with the horses and wins lots of money. However, when he walks down the street his wife relieves him of all of it and leads him home, even though she is half his size.",1,0,0,0,1,comedy
"As described in a film magazine review,[3] Neil Dacey (Carrigan) loves Peggy Desmond (Taliaferro). Terence O'Malley (Sack), nephew of Squire O'Malley (Ryan), is anxious to win Peggy. Terence and his uncle have a quarrel because Terence cannot win Peggy, and the squire is killed. Terence does the killing with Neil's gun, so Neil is held for the murder. Peggy, to save her fiance, dresses as the will-o'-the-wisp, and this results in a confession by Terence.",1,1,0,0,1,drama
"Gwendolyn is an 11-year-old girl who is left by her rich and busy parents to the care of unsympathetic domestic workers at the family's mansion. Her mother is only interested in her social life and her father has serious financial problems and is even contemplating suicide. When she manages to have some good time with an organ-grinder or a plumber, or have a mud-fight with street boys, she is rapidly brought back on the right track. One day she becomes sick because the maid has given her an extra dose of sleeping medicine to be able to go out. She then becomes delirious and starts seeing an imaginary world inspired by people and things around her; the Garden of Lonely Children in the Tell-Tale forest. Her conditions worsens and Death tries to lure her to eternal rest. But Life also appears to her and finally wins.[6]",1,1,0,1,1,drama
"As described in a film magazine,[4] Rebecca Randall (Pickford) is taken into the home of her aunt Hannah (Eddy), a strict New England woman. Rebecca meets Adam Ladd (O'Brien), a young man of the village, and they become great friends. One day Rebecca promises to marry Adam when she becomes of age. Unable to withstand her pranks any longer, her aunt sends her away to a boarding school. She graduates a beautiful young lady. Shortly thereafter, Adam demands a fulfillment of her promise.",1,0,0,0,1,drama
"A philandering husband's public flirtation with a beautiful girl—and the resulting brawl with the woman's boyfriend—are captured by a newsreel cameraman. When the husband takes his wife and her mother out to the movies, the footage is shown on-screen. The husband tries to flee the theater, only to be spotted and leaped upon by the woman's boyfriend, treating viewers to two simultaneous fights between the same two men, both on-screen and in the aisle.",1,1,0,0,1,comedy
"Early morning in the Rough family household and Mr Rough (Arbuckle) falls asleep while smoking and wakes up several minutes later to find his bed on fire. Still in an early morning daze, Rough calmly walks out of his bedroom, through the dining room and into the kitchen, seeing that the only item big enough to carry water is a cup he makes several trips to the bedroom armed with only a cup of water each time to extinguish the fire. Eventually Mrs Rough and her mother discover the fire and call for the delivery boy (Keaton) to fetch the hose and Rough eventually succeeds in putting out the fire after initially squirting everything but the fire. Later, while trying to flirt with Mrs Rough a fight breaks out between the delivery boy and the house cook and they chase each other through the house. Rough eventually throws both of the men out of the house and they are arrested by a passing policeman. Rough's mother in law insists that Rough clean the house before their dinner guests for the evening arrive. Meanwhile at the police station the delivery boy and the cook agree to join the police force in order to avoid being sent to prison. Back at the house Rough makes a complete mess of the dinner, embarrassing his wife and mother in law in the process, culminating in him setting fire to the dinner table after pouring gasoline onto the steak instead of rum. During the chaos, two of the dinner guests sneak away and steal one of Mrs Rough's necklaces, luckily a passing policeman sees the theft, telephones the station for backup and the chief of police sends his two latest recruits: the delivery boy and the cook to deal with the situation. At the house the policeman attempts to arrest the thieves but they make a break for it and hide in the cellar. After their journey to the house is delayed when the delivery boy gets stuck on a fence, the new police recruits eventually arrive at the house just in time to unintentionally stop the fleeing thieves by bumping into them. Mr Rough takes back the necklace and the thieves are taken to jail.",1,1,0,1,1,comedy
"Lola Montrose (played by Glaum) is a kept woman. The man she lives with while facing the scorn of society, famous surgeon Dr. John Hampton (played by Sherry), supports her in lavish style. She wishes he will marry her. Having tired of his mistress, however, Hampton tells her that he plans to marry a ""good woman,"" Paula Chester (played by Matthews), who was originally intended for his son, Irwin (played by Chase). He is sure she will exert proper influence over Irwin.
Lola begs Hampton, whom she loves, to marry her instead. She tells him of her son, David (played by Giraci), who she sent away to school. But Hampton insists that he must not spoil his son's future.
In revenge, Lola decides to marry Irwin. Getting the young man intoxicated, she gets him to propose and they go to the minister. Because Irwin is drunk, however, the clergyman refuses to perform the marriage ceremony. As he was so drunk, Irwin does not realize that there was no actual wedding. He brings Lola home and introduces her to his father as his wife. Hampton, naturally, denounces her.
Lola then receives a call that her son, David, has been badly injured by a fall at school. His new wife, Paula, goes to Hampton and convinces him to operate on David, which saves the boys life. In gratitude, Lola relents. Admitting that the marriage was a hoax, she lets go of Irwin. Seeing his error, Hampton agrees to take care of her and her son.",1,1,0,0,1,drama
